,InitialCont,ClusteringPer,ClusterSize,Time_CE_H,Total_CE_H_Dieoff,PH4d,PH4h,PHInt,HTrad,RTrad,FPTrad,"
                            #Sampling Factors
                            ""SampleSize"",
                            ""SamplesPSublot"",
                            ""NumberGrabs"",
                            Harvest Wash Red",Time_H_PC,Temp_H_PC,Time Precooling,Temp Precooling,Pre_cooling,Time_Storage_R,Temp_Storage_R,WashingYN,TotalCFUFP,PH4Int,Harvest Wash Red
93,454000000.0,4.0,10000.0,6.666441321302946,-4.565844526589919,True,True,,True,True,True,,3.1187482509538387,15.561671141999295,0.5143578333228694,3.1151834827267497,True,6.934268096141395,4.4723389001029,True,67.0,True,1.3573421038949913
94,45400.0,3.0,100.0,4.159449334763344,-1.6592263246834968,True,True,,True,True,True,,3.4983379839830353,16.310695644901227,0.5968920009113212,3.077165362239083,False,5.139666868096102,5.275104681752324,True,0.0,True,1.3823281768034312
95,454000000.0,1.0,100000.0,5.222201557282611,-4.826253998173005,True,True,,True,True,True,,2.053632708810559,15.626012120470888,0.41734039929032185,3.798317871219647,False,5.983860514946038,4.283722251973934,False,0.0,True,1.308412349134369
96,4540.0,1.0,100000.0,3.383833663682085,-3.0118574032276992,True,True,,True,True,True,,2.5375650134189502,16.42406201729895,0.44005068131673025,3.1075617104826088,True,5.1593319958019634,4.259841387555721,False,0.0,True,1.1364936668273817
97,454000000.0,3.0,10000.0,3.67704072688518,-2.2197724474849774,True,True,,True,True,True,,3.0998882759994006,15.031100050069307,0.5766598352433236,3.8881228707539393,True,6.3236416192310845,5.807332801889839,False,0.0,True,1.2378691454922097
98,4540.0,4.0,10000.0,2.3208852086586607,-1.6682752618899312,True,True,,True,True,True,,3.609111415196455,16.83013636337401,0.4228830697644258,3.1296839394264766,True,5.213381004477716,5.421364577299123,False,0.0,True,1.1495625627591004
99,45400.0,1.0,1000.0,6.0761716416481555,-3.7085241526169224,True,True,,True,True,True,,2.6726687717335107,15.301118538610806,0.5011446035875676,3.62052337070888,False,5.26786073576362,5.932035993712054,False,1.0,True,1.1785066678659017
100,4540.0,3.0,10000.0,6.050630187167451,-3.9657701060226382,True,True,,True,True,True,,3.6844731737432825,15.236855781347847,0.42999075046289664,3.419354690635067,False,5.0517373270477615,4.871033851525718,True,6.0,True,1.1011790885089157
101,454000.0,1.0,100.0,3.8825902172032,-2.650927995229605,True,True,,True,True,True,,3.322222788543886,16.961358907974947,0.43042422624348087,3.9336133345605298,False,6.676139111426661,4.282438430807554,False,3.0,True,1.3876707987280918
102,45400.0,3.0,1000.0,2.1760054002477505,-2.0695922703775484,True,True,,True,True,True,,2.2430952853288417,16.86130932610137,0.45982257032284085,3.3363287857137127,False,5.513311756327195,4.216309269972674,False,82.0,True,1.173287176688744
103,454000.0,1.0,10000.0,4.853892612019326,-4.784467856769496,True,True,,True,True,True,,3.884097019071792,15.2031700839119,0.46896780016429696,3.0954773534554128,True,6.805799580922979,5.061794560003897,True,0.0,True,1.1154803460609737
104,454000.0,1.0,100000.0,7.408965743333351,-2.743524717113085,True,True,,True,True,True,,3.9996406037986896,16.98691481978634,0.5775927447179187,3.680409288296358,False,5.27097928196674,4.916721077904149,True,0.0,True,1.1161447548810677
105,45400000.0,1.0,100.0,5.587714164701172,-4.048410202495692,True,True,,True,True,True,,2.243411824909069,15.164736506795194,0.5523367765398071,3.4654913540437002,False,5.097145411081347,4.254130789558177,False,0.0,True,1.2970337638180165
106,45400.0,4.0,1000.0,5.030070096420653,-4.289956096366297,True,True,,True,True,True,,2.519738913151631,16.025436350470738,0.5754340627348516,3.599574650192885,False,5.4282701007493195,5.51728209948008,True,0.0,True,1.1176367645499348
107,454000000.0,1.0,100000.0,3.3610719639082145,-1.330829316956566,True,True,,True,True,True,,2.842322231535996,15.167599659753385,0.45481651230690984,3.288665343528444,False,5.041317383771888,4.625986995877944,True,0.0,True,1.3417414575366464
108,45400000.0,1.0,1000.0,3.7261821527779215,-2.8198661045045013,True,True,,True,True,True,,3.82539583367962,16.956553990579614,0.4286623794648193,3.417406586548557,True,5.192626063353199,4.5778763476331,True,0.0,True,1.2091443376430087
109,45400.0,1.0,100000.0,3.4608380368109835,-2.80207475136191,True,True,,True,True,True,,2.665382919733011,15.610500468259433,0.4935218290689234,3.766882440317419,True,5.799777336482336,5.671773888960143,True,0.0,True,1.1049729233442294
110,4540000.0,1.0,100000.0,2.692560285166805,-1.8474340000004807,True,True,,True,True,True,,2.3219832891997645,15.484423780552707,0.5270173328045497,3.1718403559857355,True,6.89683954715631,4.790377816281599,True,0.0,True,1.1160750599840144
