,InitialCont,ClusterSize,Time_CE_H,Total_CE_H_Dieoff,Time_H_PC,Temp_H_PC,Time Precooling,Temp Precooling,Pre_cooling,Time_Storage_R,Temp_Storage_R,PreWashRed,PreWashYN,WashingYN,ChSpray_eff,Tr_Sh_P,Tr_P_Sh,Sh_Compliance,Sh_San_freq,Sh_San_Eff,Tr_Cv_P,Tr_P_Cv,Cv_Compliance,Cv_San_freq,Cv_San_Eff,Tr_St_P,Tr_P_St,St_Compliance,St_San_freq,St_San_Eff,Tr_C_P,Tr_P_C,C_Compliance,C_San_freq,C_San_Eff,Time_PostPStorage,Temperature_ColdStoragePostFP,Trasnportation_TimeFP_C,Transportation_TempFP_C,Time_Cust_Sto,Temp_Cust_Sto,TotalCFUFP,PropCont
245,100000.0,100000.0,6.273536485638506,-2.2762185507315227,2.2006002630549277,15.152415360889833,0.5885043886600116,3.8493524557276473,False,6.903672593765573,4.362365341390472,1.1405108016612313,True,True,1.1405108016612313,0.20815403586285502,0.0011968979255450706,0.0,5000.0,-4.0,0.1520330716770742,0.008944155791377386,1.0,2500.0,-1.0,0.20774232534692869,0.0010453067726736093,0.75,2500.0,-2.0,0.26291579997707903,0.007277171671991871,0.0,7500.0,-4.0,24.0,4.167257634911738,63.57,4.813636054040471,24.0,4.0,0.0,0.0
246,100000.0,10000.0,3.91775155285277,-3.9454487200921666,3.3808356415066854,16.17876174922397,0.4013913779357324,3.4105494285911258,False,6.150880984606073,4.926720509767479,1.4284879191584017,True,False,1.4284879191584017,0.20808458355119847,0.004603170428416152,0.0,5000.0,-1.0,0.1758618247915665,0.011011640514508564,0.0,5000.0,-3.0,0.22555023393745585,0.00048067649254995967,0.0,5000.0,-2.0,0.2740434748636698,0.009692249218801872,0.5,7500.0,-3.0,24.0,5.4319102489532165,63.57,5.13685178761691,24.0,4.0,1.0,5e-05
247,100000.0,100000.0,3.423122899863039,-2.8991939838187535,3.6621210056662505,15.171819711985503,0.5252694427519691,3.38234324527472,True,6.7124869159970295,5.103660785321013,1.4267149406465902,False,True,1.4267149406465902,0.19857665258696758,0.0016319469338807804,0.25,2500.0,-4.0,0.17756235527752243,0.00677030921666825,0.0,7500.0,-3.0,0.28575906969221915,0.001984163205403775,0.75,7500.0,-2.0,0.26975597367188736,0.0069228452337636946,1.0,2500.0,-3.0,24.0,4.209557538662003,63.57,0.5942255375504711,24.0,4.0,4.0,0.0002
248,100000.0,100000.0,4.860505104801186,-3.060053815324882,2.058277707774317,16.13993175036016,0.5692607455092091,3.992167859154454,False,5.388814867362294,5.018277515201107,1.274612602092258,False,True,1.274612602092258,0.2561350596372467,0.002553440112855935,0.25,7500.0,-2.0,0.19531624221438132,0.0074945110814709824,0.5,5000.0,-3.0,0.24549388449139106,0.002202467661398236,0.25,5000.0,-2.0,0.2654788654983192,0.0011160986510803058,0.5,2500.0,-4.0,24.0,5.400162597593749,63.57,4.621252500272037,24.0,4.0,2.0,0.0001
249,100000.0,10000.0,4.068330026172463,-3.400258423163414,3.8615989635865375,16.271156357788595,0.5404985156557647,3.4326912279194404,True,5.424314315816886,4.090929129858417,1.3877926112605636,False,True,1.3877926112605636,0.21031821078979845,0.0024661803705713858,0.5,7500.0,-2.0,0.1797345055361556,0.001787829479542199,0.25,2500.0,-1.0,0.1281958565115508,0.0015842938009351638,1.0,2500.0,-3.0,0.28760286015209996,0.009585356552029713,0.25,7500.0,-3.0,24.0,5.193037887288753,63.57,4.667373999721351,24.0,4.0,2.0,0.0001
250,100000.0,100000.0,2.6216290683550967,-1.44297080773981,2.7146792325707523,16.237248780912267,0.5282681971077167,3.714017690974757,True,6.160547235668039,4.667797401759445,1.1981589106688846,False,False,1.1981589106688846,0.2110940502149358,0.0012526117356923172,0.5,7500.0,-3.0,0.16841620137137553,0.010268386224621256,0.5,5000.0,-4.0,0.19214023170214523,0.002920965599230377,0.0,7500.0,-2.0,0.30633069068646224,0.0012450598304580911,0.5,2500.0,-1.0,24.0,4.5079062844068885,63.57,3.748366450124515,24.0,4.0,804.0,0.0394
251,100000.0,10000.0,4.594645294964901,-2.387311722412234,2.531893315867718,15.158516114948194,0.4704637611691518,3.890875185594891,False,6.068787327587247,4.738252850583317,1.1370859308518086,False,False,1.1370859308518086,0.2541828774431161,0.004254444187873813,1.0,2500.0,-4.0,0.15117278266037584,0.0012625296816005955,0.5,5000.0,-1.0,0.24901859701305296,0.000832539408237706,0.25,7500.0,-2.0,0.2921496455878469,0.0061634846096550126,0.0,7500.0,-4.0,24.0,5.084454579208943,63.57,3.85493943383925,24.0,4.0,156.0,0.00625
252,100000.0,1000.0,0.41620494981511347,-0.2867917514029142,2.49466247368129,16.023258607455638,0.5503982326090521,3.3481155634802824,True,5.563678576733185,5.793910691052177,1.2559487282737734,True,True,1.2559487282737734,0.20739117088690462,0.00131742262264589,0.25,2500.0,-2.0,0.18010178179207734,0.009729022262587077,0.25,2500.0,-1.0,0.28213781495273244,0.0017682537502783317,1.0,7500.0,-3.0,0.2523798803493903,0.005131841549103873,1.0,7500.0,-1.0,24.0,5.269805604219986,63.57,3.6978879340266224,24.0,4.0,585.0,0.02005
253,100000.0,100000.0,2.895844588312556,-2.744678843627137,3.040173258485481,16.015577586657713,0.4093840645195446,3.620991223895716,False,5.2287007649247315,4.556445996704612,1.3460572445824224,True,False,1.3460572445824224,0.23307589985810973,0.002253710367188535,0.5,5000.0,-3.0,0.2016543155530693,0.008987311397340972,0.25,5000.0,-4.0,0.25772637947502536,0.0018782103929144637,0.5,5000.0,-4.0,0.2945251035050677,0.01116420799792706,0.75,2500.0,-1.0,24.0,5.760004403318096,63.57,4.006539917743057,24.0,4.0,2.0,0.0001
254,100000.0,100000.0,4.048541712954474,-3.3066125191452276,2.3199868241648254,15.957541512854347,0.48357272594367673,3.6792043676082553,False,6.511014004423485,4.414728317241653,1.3304425338639092,True,True,1.3304425338639092,0.23854002075799555,0.001993322256044411,0.0,5000.0,-4.0,0.2046846148845442,0.0023792830042460543,0.75,7500.0,-1.0,0.21401047122509778,0.0016152105303147957,1.0,2500.0,-3.0,0.29960084846295276,0.002877099540990651,0.5,5000.0,-3.0,24.0,4.519052537924887,63.57,4.111463703095124,24.0,4.0,0.0,0.0
255,100000.0,10000.0,3.853046660235373,-3.846471945076073,2.6444480416069776,15.063595383962877,0.5556626565101269,3.2585925260937403,False,5.774663498701404,4.359684793811366,1.1802927381444523,False,True,1.1802927381444523,0.18205609284997193,0.002996610292107436,0.5,7500.0,-4.0,0.18777952013000143,0.008307030619139144,1.0,2500.0,-2.0,0.2939520517195521,0.0005226400199272839,0.25,7500.0,-2.0,0.26656478872089595,0.008613993404486247,0.5,5000.0,-3.0,24.0,5.175741179382884,63.57,3.2421459228508622,24.0,4.0,0.0,0.0
256,100000.0,100000.0,1.2104055734583796,-1.1122594099042191,2.4064797088181002,15.1684861732388,0.40519843544171696,3.4029372435726426,True,5.7574236968942785,4.105680355037185,1.311003454256553,False,True,1.311003454256553,0.20266874826888578,0.003375504152565909,0.25,2500.0,-4.0,0.17839354550882533,0.005959374475274362,1.0,5000.0,-4.0,0.22633615155306455,0.002078522486331457,0.5,2500.0,-2.0,0.2657265592971704,0.0019161558872988964,0.5,7500.0,-4.0,24.0,5.403227754247186,63.57,4.706416000748672,24.0,4.0,805.0,0.0391
