,Cont,Pick,Type,Mass,Cont Type,HI
8,9474.0,3.0,PH,1 Tomato,Uniform,121737.0
9,5.0,3.0,PH,1 Tomato,Uniform,121737.0
10,0.0,3.0,PH,1 Tomato,Uniform,121737.0
11,33871.0,3.0,PH,1 Tomato,Uniform,121737.0
12,0.0,3.0,PH,1 Tomato,Uniform,121737.0
13,41.0,3.0,PH,1 Tomato,Uniform,121737.0
14,43622.0,3.0,PH,1 Tomato,Uniform,121737.0
15,94211.0,3.0,PH,1 Tomato,Uniform,121737.0
16,43882.0,3.0,PH,1 Tomato,Uniform,121737.0
17,283.0,3.0,PH,1 Tomato,Uniform,121737.0
18,4.0,3.0,PH,1 Tomato,Uniform,121737.0
19,26501.0,3.0,PH,1 Tomato,Uniform,121737.0
20,374.0,3.0,PH,1 Tomato,Uniform,121737.0
21,2.0,3.0,PH,1 Tomato,Uniform,121737.0
22,12201.0,3.0,PH,1 Tomato,Uniform,121737.0
23,3.0,3.0,PH,1 Tomato,Uniform,121737.0
24,273.0,3.0,PH,1 Tomato,Uniform,121737.0
25,2.0,3.0,PH,1 Tomato,Uniform,121737.0
26,281.0,3.0,PH,1 Tomato,Uniform,121737.0
27,11.0,3.0,PH,1 Tomato,Uniform,121737.0
28,64.0,3.0,PH,1 Tomato,Uniform,121737.0
29,15710.0,3.0,PH,1 Tomato,Uniform,121737.0
30,20419.0,3.0,PH,1 Tomato,Uniform,121737.0
31,9387.0,3.0,PH,1 Tomato,Uniform,121737.0
32,441.0,3.0,PH,1 Tomato,Uniform,121737.0
33,193.0,3.0,PH,1 Tomato,Uniform,121737.0
34,0.0,3.0,PH,1 Tomato,Uniform,121737.0
35,2157.0,3.0,PH,1 Tomato,Uniform,121737.0
36,0.0,3.0,PH,1 Tomato,Uniform,121737.0
37,0.0,3.0,PH,1 Tomato,Uniform,121737.0
38,1029.0,3.0,PH,1 Tomato,Uniform,121737.0
39,61.0,3.0,PH,1 Tomato,Uniform,121737.0
40,0.0,3.0,PH,1 Tomato,Uniform,121737.0
41,12211.0,3.0,PH,1 Tomato,Uniform,121737.0
42,44224.0,3.0,PH,1 Tomato,Uniform,121737.0
43,0.0,3.0,PH,1 Tomato,Uniform,121737.0
44,0.0,3.0,PH,1 Tomato,Uniform,121737.0
45,5.0,3.0,PH,1 Tomato,Uniform,121737.0
46,121737.0,3.0,PH,1 Tomato,Uniform,121737.0
47,0.0,3.0,PH,1 Tomato,Uniform,121737.0
48,437.0,3.0,PH,1 Tomato,Uniform,121737.0
49,7.0,3.0,PH,1 Tomato,Uniform,121737.0
0,12599.0,1.0,PH,1 Tomato,Uniform,136068.0
1,0.0,1.0,PH,1 Tomato,Uniform,136068.0
2,0.0,1.0,PH,1 Tomato,Uniform,136068.0
3,0.0,1.0,PH,1 Tomato,Uniform,136068.0
4,0.0,1.0,PH,1 Tomato,Uniform,136068.0
5,0.0,1.0,PH,1 Tomato,Uniform,136068.0
6,0.0,1.0,PH,1 Tomato,Uniform,136068.0
7,0.0,1.0,PH,1 Tomato,Uniform,136068.0
8,0.0,1.0,PH,1 Tomato,Uniform,136068.0
9,0.0,1.0,PH,1 Tomato,Uniform,136068.0
10,0.0,1.0,PH,1 Tomato,Uniform,136068.0
11,0.0,1.0,PH,1 Tomato,Uniform,136068.0
12,0.0,1.0,PH,1 Tomato,Uniform,136068.0
13,0.0,1.0,PH,1 Tomato,Uniform,136068.0
14,9634.0,1.0,PH,1 Tomato,Uniform,136068.0
15,27112.0,1.0,PH,1 Tomato,Uniform,136068.0
16,0.0,1.0,PH,1 Tomato,Uniform,136068.0
17,0.0,1.0,PH,1 Tomato,Uniform,136068.0
18,0.0,1.0,PH,1 Tomato,Uniform,136068.0
19,3532.0,1.0,PH,1 Tomato,Uniform,136068.0
20,0.0,1.0,PH,1 Tomato,Uniform,136068.0
21,0.0,1.0,PH,1 Tomato,Uniform,136068.0
22,0.0,1.0,PH,1 Tomato,Uniform,136068.0
23,0.0,1.0,PH,1 Tomato,Uniform,136068.0
24,21129.0,1.0,PH,1 Tomato,Uniform,136068.0
25,0.0,1.0,PH,1 Tomato,Uniform,136068.0
26,0.0,1.0,PH,1 Tomato,Uniform,136068.0
27,0.0,1.0,PH,1 Tomato,Uniform,136068.0
28,7631.0,1.0,PH,1 Tomato,Uniform,136068.0
29,9834.0,1.0,PH,1 Tomato,Uniform,136068.0
30,0.0,1.0,PH,1 Tomato,Uniform,136068.0
31,0.0,1.0,PH,1 Tomato,Uniform,136068.0
32,0.0,1.0,PH,1 Tomato,Uniform,136068.0
33,20963.0,1.0,PH,1 Tomato,Uniform,136068.0
34,5843.0,1.0,PH,1 Tomato,Uniform,136068.0
35,0.0,1.0,PH,1 Tomato,Uniform,136068.0
36,4566.0,1.0,PH,1 Tomato,Uniform,136068.0
37,0.0,1.0,PH,1 Tomato,Uniform,136068.0
38,27093.0,1.0,PH,1 Tomato,Uniform,136068.0
39,0.0,1.0,PH,1 Tomato,Uniform,136068.0
40,0.0,1.0,PH,1 Tomato,Uniform,136068.0
41,0.0,1.0,PH,1 Tomato,Uniform,136068.0
