,InitialCont,ClusterSize,Time_CE_H,Time_H_PC,Temp_H_PC,Time_Precooling,Temp_Precooling,Pre_cooling,Time_Storage_R,Temp_Storage_R,ChSpray_eff,TotalRedPre_wash,TotalRed_wash,Tr_Sh_P,Tr_P_Sh,Sh_Compliance,Sh_San_freq,Sh_San_Eff,Tr_Cv_P,Tr_P_Cv,Cv_Compliance,Cv_San_freq,Cv_San_Eff,Tr_St_P,Tr_P_St,St_Compliance,St_San_freq,St_San_Eff,Tr_C_P,Tr_P_C,C_Compliance,C_San_freq,C_San_Eff,Time_PostPStorage,Temperature_ColdStoragePostFP,Trasnportation_TimeFP_C,Transportation_TempFP_C,Time_Cust_Sto,Temp_Cust_Sto,TotalCFUFP,PropCont
0,100000.0,1000.0,4.200267394365018,3.430378732744839,16.20552675214329,0.0,3.5448831829968968,True,0.0,4.84730959867781,0.0,-0.17345116288947285,1.0413926851582251,0.2477667998409709,0.004565667218377986,0.0,0.0,0.0,0.17837652532524256,0.009178594576398632,0.0,0.0,0.0,0.22710969978715587,0.0015081496259358937,0.0,0.0,0.0,0.2945698101935367,0.001988254671492666,0.0,0.0,0.0,0.08712929970154071,4.040436794880652,75.09069685265374,4.368399868655989,65.76058311584731,12.659828648102108,1.0,5e-05
1,100000.0,1000.0,3.653040398145409,2.0002287496346898,15.604665145263679,0.4293511781634226,3.0923385947687976,True,0.0,4.372520422755342,1.359316817639177,-1.591064607026499,inf,0.21346159489762495,0.0023567620405640565,0.5,2500.0,-4.0,0.18052428724624162,0.004448029257911459,0.5,2500.0,-4.0,0.23175221379049438,0.000565758093178642,0.0,7500.0,-2.0,0.2798521253004257,0.009663949124348876,0.25,5000.0,-1.0,0.8946066635038473,4.170088422739556,33.23013981553455,2.018893278395283,66.15084016461182,3.318862062409586,0.0,0.0
2,100000.0,1000.0,3.7352157726889246,3.0993249557574183,15.870644785236554,0.48407356041749783,3.3303348210038743,True,0.0,4.409297268075685,1.1093334434580409,-1.2958903560115702,inf,0.19578785995968132,0.0029288454454203827,0.75,7500.0,-1.0,0.1859857608992982,0.00842325785609413,0.5,5000.0,-3.0,0.27142007101236704,0.0004261357619123969,1.0,7500.0,-3.0,0.26035095073937575,0.0025428641576425086,0.5,2500.0,-1.0,0.5967453089785958,4.452024001208471,36.811384847351604,2.2994236168425846,40.79166168015836,7.238245524518883,0.0,0.0
3,100000.0,1000.0,4.208632553073551,2.581809477825889,16.021655210395327,0.578589390869531,3.896293088933438,True,0.0,4.251170620927672,1.3549332161425176,-1.166331421766525,inf,0.20778919024265985,0.003018180039223745,0.25,7500.0,-3.0,0.18230889481759677,0.010853798059168314,0.25,7500.0,-2.0,0.20804507152259977,0.0008483335205920089,0.0,7500.0,-4.0,0.25240483794004953,0.0064249274617636035,0.0,5000.0,-1.0,0.2219578839321814,4.775942515111297,80.56423753013772,5.463292509531687,56.274416443815056,11.14308997643003,0.0,0.0
4,100000.0,100000.0,6.972846091589801,3.9453687199297685,16.429631987348728,0.5395457649194542,3.2160894955803765,True,0.0,5.952548909552483,1.29700360970326,,,0.1908040315231824,0.0038741036560438406,0.75,2500.0,-4.0,0.17868290448083393,0.009413661569003317,0.0,7500.0,-3.0,0.2669397954048142,0.00020827005759191985,0.5,2500.0,-1.0,0.26779308708962235,0.0054050619989596555,0.0,7500.0,-2.0,0.16797218371840383,5.46676033502114,52.715413623018776,3.559467904340491,69.00343602964521,7.643949614815321,0.0,0.0
5,100000.0,1000.0,2.6652920055543,2.4134383106788526,16.837221815875843,0.4976822377589658,3.611743862902646,True,0.0,5.531815712960631,1.4134636302238555,-1.4084661014699935,1.8750612633917,0.1900176930754848,0.001034321908853618,0.0,2500.0,-2.0,0.16823323126043674,0.01031526297330932,1.0,7500.0,-2.0,0.1850320776774369,0.0016753967363233478,0.25,5000.0,-3.0,0.28070814995316057,0.000900787876534754,0.5,2500.0,-1.0,0.14416430065342045,4.331225722402535,82.01733540833393,5.309145878950067,33.04390346860489,1.649949969696821,1.0,5e-05
6,100000.0,1000.0,6.148385797730006,3.6424582461156634,15.0833932514505,0.4215313359871936,3.5950520642062402,True,0.0,5.059634724385643,1.2195127299084239,-1.1760912590556813,inf,0.2198018816663051,0.00240943435186406,0.0,7500.0,-1.0,0.1724412336443451,0.003662090794159305,0.5,5000.0,-3.0,0.275097494627227,0.0023360719621707965,1.0,5000.0,-3.0,0.25175093142508514,0.004641443401214898,0.75,5000.0,-1.0,0.5759523520233047,4.1696825319178,42.94820986525543,2.286780546620186,63.62841572187275,7.179626505757261,0.0,0.0
7,100000.0,10000.0,1.5626468762860755,2.876818462881787,16.446930355661884,0.5955979023993205,3.5384958704104337,True,0.0,5.002240927319876,1.3807707652064414,-1.3664141294743661,1.0746849806625134,0.21070982759384543,0.003118205587695018,1.0,2500.0,-4.0,0.18980273496207103,0.007977848174439396,1.0,2500.0,-4.0,0.2816080266863771,0.0008055081639329366,0.0,5000.0,-1.0,0.28818584579045653,0.0031122397596739914,1.0,7500.0,-2.0,0.4488257953778846,4.7692991308929,50.026818965006235,2.154190094076618,28.822750641649634,7.3522332029256265,37.0,0.0018
8,100000.0,100000.0,5.987474444718309,3.73838908042784,16.0617113831112,0.44654566559545816,3.01139880427743,True,0.0,4.860937636584981,1.4486746386155356,-inf,,0.20923674145224136,0.0027312435054142217,0.5,7500.0,-3.0,0.1873673456349262,0.006059751544381852,0.75,2500.0,-2.0,0.19275266326128224,0.0007178937233718089,0.5,7500.0,-3.0,0.27782647598433696,0.004157336262835596,0.25,2500.0,-4.0,0.3936349149436049,5.79229000976127,49.39310003288749,5.572207114859603,25.37913835023818,6.2760409863427,0.0,0.0
9,100000.0,100000.0,0.5761709159115883,2.991546586268292,15.267659057918554,0.4284222170909077,3.2185586756260784,True,0.0,4.837016361020905,1.280674853173546,-1.2819420592540132,1.8246319625634146,0.20073327901624693,0.0014865350959709154,0.0,2500.0,-3.0,0.19274275349757397,0.012046563680525414,0.5,2500.0,-1.0,0.2846336198032711,0.001468725058708066,0.0,5000.0,-4.0,0.28632692428943285,0.005636043482331491,0.0,5000.0,-4.0,0.8342958389472905,4.208915906692091,35.353919081369185,1.2743898548513968,47.567024105622934,4.84358181847051,31.0,0.00155
10,100000.0,100000.0,5.294867948608769,3.2672964698525506,16.497607765077223,0.4997014024605181,3.224796645530848,True,0.0,4.396125729519248,1.1074707017693846,-inf,,0.1805920156379906,0.0031391528755087997,0.0,2500.0,-4.0,0.17656596181913162,0.010481534449289839,0.5,7500.0,-2.0,0.2752627901579346,0.0019794549845756947,0.75,5000.0,-3.0,0.2645642941800451,0.007884526436103769,0.25,2500.0,-2.0,0.6177669784693172,5.026276485108782,65.4784513468849,3.7980172303070274,62.65071344797183,7.643590849076566,0.0,0.0
