,Total CFU,HI,Type,ContType,Mass
30,872.0,26.0,Harvest,Point Source,2 Tomatoes
31,872.0,26.0,Harvest,Point Source,2 Tomatoes
32,248.0,26.0,Harvest,Point Source,2 Tomatoes
33,1117.0,26.0,Harvest,Point Source,2 Tomatoes
34,542.0,26.0,Harvest,Point Source,2 Tomatoes
35,275.0,26.0,Harvest,Point Source,2 Tomatoes
36,112.0,26.0,Harvest,Point Source,2 Tomatoes
37,1994.0,26.0,Harvest,Point Source,2 Tomatoes
38,222.0,26.0,Harvest,Point Source,2 Tomatoes
39,260.0,26.0,Harvest,Point Source,2 Tomatoes
40,642.0,26.0,Harvest,Point Source,2 Tomatoes
41,206.0,26.0,Harvest,Point Source,2 Tomatoes
42,620.0,26.0,Harvest,Point Source,2 Tomatoes
43,264.0,26.0,Harvest,Point Source,2 Tomatoes
44,1970.0,26.0,Harvest,Point Source,2 Tomatoes
45,535.0,26.0,Harvest,Point Source,2 Tomatoes
46,458.0,26.0,Harvest,Point Source,2 Tomatoes
47,436.0,26.0,Harvest,Point Source,2 Tomatoes
48,191.0,26.0,Harvest,Point Source,2 Tomatoes
49,119.0,26.0,Harvest,Point Source,2 Tomatoes
0,35.0,27.0,Harvest,Point Source,2 Tomatoes
1,27.0,27.0,Harvest,Point Source,2 Tomatoes
2,74.0,27.0,Harvest,Point Source,2 Tomatoes
3,48.0,27.0,Harvest,Point Source,2 Tomatoes
4,94.0,27.0,Harvest,Point Source,2 Tomatoes
5,1169.0,27.0,Harvest,Point Source,2 Tomatoes
6,343.0,27.0,Harvest,Point Source,2 Tomatoes
7,89.0,27.0,Harvest,Point Source,2 Tomatoes
8,317.0,27.0,Harvest,Point Source,2 Tomatoes
9,213.0,27.0,Harvest,Point Source,2 Tomatoes
10,938.0,27.0,Harvest,Point Source,2 Tomatoes
11,885.0,27.0,Harvest,Point Source,2 Tomatoes
12,259.0,27.0,Harvest,Point Source,2 Tomatoes
13,1039.0,27.0,Harvest,Point Source,2 Tomatoes
14,512.0,27.0,Harvest,Point Source,2 Tomatoes
15,286.0,27.0,Harvest,Point Source,2 Tomatoes
16,111.0,27.0,Harvest,Point Source,2 Tomatoes
17,2046.0,27.0,Harvest,Point Source,2 Tomatoes
18,215.0,27.0,Harvest,Point Source,2 Tomatoes
19,251.0,27.0,Harvest,Point Source,2 Tomatoes
20,660.0,27.0,Harvest,Point Source,2 Tomatoes
21,224.0,27.0,Harvest,Point Source,2 Tomatoes
22,642.0,27.0,Harvest,Point Source,2 Tomatoes
23,247.0,27.0,Harvest,Point Source,2 Tomatoes
24,1952.0,27.0,Harvest,Point Source,2 Tomatoes
25,578.0,27.0,Harvest,Point Source,2 Tomatoes
26,411.0,27.0,Harvest,Point Source,2 Tomatoes
27,469.0,27.0,Harvest,Point Source,2 Tomatoes
28,199.0,27.0,Harvest,Point Source,2 Tomatoes
29,106.0,27.0,Harvest,Point Source,2 Tomatoes
30,198.0,27.0,Harvest,Point Source,2 Tomatoes
31,523.0,27.0,Harvest,Point Source,2 Tomatoes
32,745.0,27.0,Harvest,Point Source,2 Tomatoes
33,151.0,27.0,Harvest,Point Source,2 Tomatoes
34,403.0,27.0,Harvest,Point Source,2 Tomatoes
35,68.0,27.0,Harvest,Point Source,2 Tomatoes
36,312.0,27.0,Harvest,Point Source,2 Tomatoes
37,114.0,27.0,Harvest,Point Source,2 Tomatoes
38,993.0,27.0,Harvest,Point Source,2 Tomatoes
39,405.0,27.0,Harvest,Point Source,2 Tomatoes
40,1542.0,27.0,Harvest,Point Source,2 Tomatoes
41,162.0,27.0,Harvest,Point Source,2 Tomatoes
42,113.0,27.0,Harvest,Point Source,2 Tomatoes
43,569.0,27.0,Harvest,Point Source,2 Tomatoes
44,55.0,27.0,Harvest,Point Source,2 Tomatoes
45,129.0,27.0,Harvest,Point Source,2 Tomatoes
46,239.0,27.0,Harvest,Point Source,2 Tomatoes
47,1749.0,27.0,Harvest,Point Source,2 Tomatoes
48,104.0,27.0,Harvest,Point Source,2 Tomatoes
49,29.0,27.0,Harvest,Point Source,2 Tomatoes
0,646.0,28.0,Harvest,Point Source,2 Tomatoes
1,200.0,28.0,Harvest,Point Source,2 Tomatoes
2,631.0,28.0,Harvest,Point Source,2 Tomatoes
3,238.0,28.0,Harvest,Point Source,2 Tomatoes
4,2008.0,28.0,Harvest,Point Source,2 Tomatoes
5,602.0,28.0,Harvest,Point Source,2 Tomatoes
6,439.0,28.0,Harvest,Point Source,2 Tomatoes
7,437.0,28.0,Harvest,Point Source,2 Tomatoes
8,211.0,28.0,Harvest,Point Source,2 Tomatoes
9,89.0,28.0,Harvest,Point Source,2 Tomatoes
10,227.0,28.0,Harvest,Point Source,2 Tomatoes
11,537.0,28.0,Harvest,Point Source,2 Tomatoes
12,795.0,28.0,Harvest,Point Source,2 Tomatoes
13,151.0,28.0,Harvest,Point Source,2 Tomatoes
14,410.0,28.0,Harvest,Point Source,2 Tomatoes
15,54.0,28.0,Harvest,Point Source,2 Tomatoes
16,328.0,28.0,Harvest,Point Source,2 Tomatoes
17,106.0,28.0,Harvest,Point Source,2 Tomatoes
18,1015.0,28.0,Harvest,Point Source,2 Tomatoes
19,415.0,28.0,Harvest,Point Source,2 Tomatoes
20,1587.0,28.0,Harvest,Point Source,2 Tomatoes
21,174.0,28.0,Harvest,Point Source,2 Tomatoes
22,135.0,28.0,Harvest,Point Source,2 Tomatoes
23,563.0,28.0,Harvest,Point Source,2 Tomatoes
24,39.0,28.0,Harvest,Point Source,2 Tomatoes
25,119.0,28.0,Harvest,Point Source,2 Tomatoes
26,233.0,28.0,Harvest,Point Source,2 Tomatoes
27,1745.0,28.0,Harvest,Point Source,2 Tomatoes
28,107.0,28.0,Harvest,Point Source,2 Tomatoes
29,40.0,28.0,Harvest,Point Source,2 Tomatoes
30,64.0,28.0,Harvest,Point Source,2 Tomatoes
31,384.0,28.0,Harvest,Point Source,2 Tomatoes
32,195.0,28.0,Harvest,Point Source,2 Tomatoes
33,478.0,28.0,Harvest,Point Source,2 Tomatoes
34,129.0,28.0,Harvest,Point Source,2 Tomatoes
35,891.0,28.0,Harvest,Point Source,2 Tomatoes
36,48.0,28.0,Harvest,Point Source,2 Tomatoes
37,56.0,28.0,Harvest,Point Source,2 Tomatoes
38,43.0,28.0,Harvest,Point Source,2 Tomatoes
39,73.0,28.0,Harvest,Point Source,2 Tomatoes
40,94.0,28.0,Harvest,Point Source,2 Tomatoes
41,45.0,28.0,Harvest,Point Source,2 Tomatoes
42,138.0,28.0,Harvest,Point Source,2 Tomatoes
43,367.0,28.0,Harvest,Point Source,2 Tomatoes
44,379.0,28.0,Harvest,Point Source,2 Tomatoes
45,138.0,28.0,Harvest,Point Source,2 Tomatoes
46,17.0,28.0,Harvest,Point Source,2 Tomatoes
47,1145.0,28.0,Harvest,Point Source,2 Tomatoes
48,1938.0,28.0,Harvest,Point Source,2 Tomatoes
49,1003.0,28.0,Harvest,Point Source,2 Tomatoes
0,1560.0,29.0,Harvest,Point Source,2 Tomatoes
1,171.0,29.0,Harvest,Point Source,2 Tomatoes
2,124.0,29.0,Harvest,Point Source,2 Tomatoes
3,607.0,29.0,Harvest,Point Source,2 Tomatoes
4,50.0,29.0,Harvest,Point Source,2 Tomatoes
5,136.0,29.0,Harvest,Point Source,2 Tomatoes
6,283.0,29.0,Harvest,Point Source,2 Tomatoes
7,1784.0,29.0,Harvest,Point Source,2 Tomatoes
8,92.0,29.0,Harvest,Point Source,2 Tomatoes
9,29.0,29.0,Harvest,Point Source,2 Tomatoes
10,51.0,29.0,Harvest,Point Source,2 Tomatoes
11,411.0,29.0,Harvest,Point Source,2 Tomatoes
12,218.0,29.0,Harvest,Point Source,2 Tomatoes
13,488.0,29.0,Harvest,Point Source,2 Tomatoes
14,128.0,29.0,Harvest,Point Source,2 Tomatoes
15,897.0,29.0,Harvest,Point Source,2 Tomatoes
16,42.0,29.0,Harvest,Point Source,2 Tomatoes
17,64.0,29.0,Harvest,Point Source,2 Tomatoes
18,51.0,29.0,Harvest,Point Source,2 Tomatoes
19,79.0,29.0,Harvest,Point Source,2 Tomatoes
20,110.0,29.0,Harvest,Point Source,2 Tomatoes
21,47.0,29.0,Harvest,Point Source,2 Tomatoes
22,133.0,29.0,Harvest,Point Source,2 Tomatoes
23,402.0,29.0,Harvest,Point Source,2 Tomatoes
24,382.0,29.0,Harvest,Point Source,2 Tomatoes
25,123.0,29.0,Harvest,Point Source,2 Tomatoes
26,6.0,29.0,Harvest,Point Source,2 Tomatoes
27,1192.0,29.0,Harvest,Point Source,2 Tomatoes
28,1849.0,29.0,Harvest,Point Source,2 Tomatoes
29,1000.0,29.0,Harvest,Point Source,2 Tomatoes
30,603.0,29.0,Harvest,Point Source,2 Tomatoes
31,214.0,29.0,Harvest,Point Source,2 Tomatoes
32,108.0,29.0,Harvest,Point Source,2 Tomatoes
33,57.0,29.0,Harvest,Point Source,2 Tomatoes
34,490.0,29.0,Harvest,Point Source,2 Tomatoes
35,2348.0,29.0,Harvest,Point Source,2 Tomatoes
36,388.0,29.0,Harvest,Point Source,2 Tomatoes
37,115.0,29.0,Harvest,Point Source,2 Tomatoes
38,458.0,29.0,Harvest,Point Source,2 Tomatoes
39,244.0,29.0,Harvest,Point Source,2 Tomatoes
40,169.0,29.0,Harvest,Point Source,2 Tomatoes
41,513.0,29.0,Harvest,Point Source,2 Tomatoes
42,53.0,29.0,Harvest,Point Source,2 Tomatoes
43,25.0,29.0,Harvest,Point Source,2 Tomatoes
44,83.0,29.0,Harvest,Point Source,2 Tomatoes
45,561.0,29.0,Harvest,Point Source,2 Tomatoes
46,508.0,29.0,Harvest,Point Source,2 Tomatoes
47,1125.0,29.0,Harvest,Point Source,2 Tomatoes
48,815.0,29.0,Harvest,Point Source,2 Tomatoes
49,235.0,29.0,Harvest,Point Source,2 Tomatoes
0,106.0,30.0,Harvest,Point Source,2 Tomatoes
1,52.0,30.0,Harvest,Point Source,2 Tomatoes
2,133.0,30.0,Harvest,Point Source,2 Tomatoes
3,368.0,30.0,Harvest,Point Source,2 Tomatoes
4,339.0,30.0,Harvest,Point Source,2 Tomatoes
5,129.0,30.0,Harvest,Point Source,2 Tomatoes
6,11.0,30.0,Harvest,Point Source,2 Tomatoes
7,1154.0,30.0,Harvest,Point Source,2 Tomatoes
8,1879.0,30.0,Harvest,Point Source,2 Tomatoes
9,977.0,30.0,Harvest,Point Source,2 Tomatoes
10,630.0,30.0,Harvest,Point Source,2 Tomatoes
11,225.0,30.0,Harvest,Point Source,2 Tomatoes
12,115.0,30.0,Harvest,Point Source,2 Tomatoes
13,80.0,30.0,Harvest,Point Source,2 Tomatoes
14,471.0,30.0,Harvest,Point Source,2 Tomatoes
15,2474.0,30.0,Harvest,Point Source,2 Tomatoes
16,349.0,30.0,Harvest,Point Source,2 Tomatoes
17,101.0,30.0,Harvest,Point Source,2 Tomatoes
18,467.0,30.0,Harvest,Point Source,2 Tomatoes
19,254.0,30.0,Harvest,Point Source,2 Tomatoes
20,174.0,30.0,Harvest,Point Source,2 Tomatoes
21,498.0,30.0,Harvest,Point Source,2 Tomatoes
22,45.0,30.0,Harvest,Point Source,2 Tomatoes
23,33.0,30.0,Harvest,Point Source,2 Tomatoes
24,91.0,30.0,Harvest,Point Source,2 Tomatoes
25,539.0,30.0,Harvest,Point Source,2 Tomatoes
26,477.0,30.0,Harvest,Point Source,2 Tomatoes
27,1195.0,30.0,Harvest,Point Source,2 Tomatoes
28,887.0,30.0,Harvest,Point Source,2 Tomatoes
29,241.0,30.0,Harvest,Point Source,2 Tomatoes
30,175.0,30.0,Harvest,Point Source,2 Tomatoes
31,837.0,30.0,Harvest,Point Source,2 Tomatoes
32,778.0,30.0,Harvest,Point Source,2 Tomatoes
33,319.0,30.0,Harvest,Point Source,2 Tomatoes
34,699.0,30.0,Harvest,Point Source,2 Tomatoes
35,348.0,30.0,Harvest,Point Source,2 Tomatoes
36,372.0,30.0,Harvest,Point Source,2 Tomatoes
37,236.0,30.0,Harvest,Point Source,2 Tomatoes
38,150.0,30.0,Harvest,Point Source,2 Tomatoes
39,111.0,30.0,Harvest,Point Source,2 Tomatoes
40,1217.0,30.0,Harvest,Point Source,2 Tomatoes
41,307.0,30.0,Harvest,Point Source,2 Tomatoes
42,939.0,30.0,Harvest,Point Source,2 Tomatoes
43,205.0,30.0,Harvest,Point Source,2 Tomatoes
44,289.0,30.0,Harvest,Point Source,2 Tomatoes
45,399.0,30.0,Harvest,Point Source,2 Tomatoes
46,223.0,30.0,Harvest,Point Source,2 Tomatoes
47,1551.0,30.0,Harvest,Point Source,2 Tomatoes
48,286.0,30.0,Harvest,Point Source,2 Tomatoes
49,160.0,30.0,Harvest,Point Source,2 Tomatoes
0,150.0,31.0,Harvest,Point Source,2 Tomatoes
1,485.0,31.0,Harvest,Point Source,2 Tomatoes
2,40.0,31.0,Harvest,Point Source,2 Tomatoes
3,38.0,31.0,Harvest,Point Source,2 Tomatoes
4,69.0,31.0,Harvest,Point Source,2 Tomatoes
5,541.0,31.0,Harvest,Point Source,2 Tomatoes
6,483.0,31.0,Harvest,Point Source,2 Tomatoes
7,1203.0,31.0,Harvest,Point Source,2 Tomatoes
8,839.0,31.0,Harvest,Point Source,2 Tomatoes
9,240.0,31.0,Harvest,Point Source,2 Tomatoes
10,176.0,31.0,Harvest,Point Source,2 Tomatoes
11,843.0,31.0,Harvest,Point Source,2 Tomatoes
12,830.0,31.0,Harvest,Point Source,2 Tomatoes
13,279.0,31.0,Harvest,Point Source,2 Tomatoes
14,675.0,31.0,Harvest,Point Source,2 Tomatoes
15,316.0,31.0,Harvest,Point Source,2 Tomatoes
16,385.0,31.0,Harvest,Point Source,2 Tomatoes
17,207.0,31.0,Harvest,Point Source,2 Tomatoes
18,138.0,31.0,Harvest,Point Source,2 Tomatoes
19,117.0,31.0,Harvest,Point Source,2 Tomatoes
20,1265.0,31.0,Harvest,Point Source,2 Tomatoes
21,319.0,31.0,Harvest,Point Source,2 Tomatoes
22,888.0,31.0,Harvest,Point Source,2 Tomatoes
23,185.0,31.0,Harvest,Point Source,2 Tomatoes
24,336.0,31.0,Harvest,Point Source,2 Tomatoes
25,373.0,31.0,Harvest,Point Source,2 Tomatoes
26,227.0,31.0,Harvest,Point Source,2 Tomatoes
27,1545.0,31.0,Harvest,Point Source,2 Tomatoes
28,265.0,31.0,Harvest,Point Source,2 Tomatoes
29,156.0,31.0,Harvest,Point Source,2 Tomatoes
30,419.0,31.0,Harvest,Point Source,2 Tomatoes
31,28.0,31.0,Harvest,Point Source,2 Tomatoes
32,408.0,31.0,Harvest,Point Source,2 Tomatoes
33,107.0,31.0,Harvest,Point Source,2 Tomatoes
34,309.0,31.0,Harvest,Point Source,2 Tomatoes
35,96.0,31.0,Harvest,Point Source,2 Tomatoes
36,1720.0,31.0,Harvest,Point Source,2 Tomatoes
37,1590.0,31.0,Harvest,Point Source,2 Tomatoes
38,62.0,31.0,Harvest,Point Source,2 Tomatoes
39,393.0,31.0,Harvest,Point Source,2 Tomatoes
40,40.0,31.0,Harvest,Point Source,2 Tomatoes
41,42.0,31.0,Harvest,Point Source,2 Tomatoes
42,66.0,31.0,Harvest,Point Source,2 Tomatoes
43,198.0,31.0,Harvest,Point Source,2 Tomatoes
44,3310.0,31.0,Harvest,Point Source,2 Tomatoes
45,767.0,31.0,Harvest,Point Source,2 Tomatoes
46,206.0,31.0,Harvest,Point Source,2 Tomatoes
47,195.0,31.0,Harvest,Point Source,2 Tomatoes
48,815.0,31.0,Harvest,Point Source,2 Tomatoes
49,232.0,31.0,Harvest,Point Source,2 Tomatoes
0,1192.0,32.0,Harvest,Point Source,2 Tomatoes
1,316.0,32.0,Harvest,Point Source,2 Tomatoes
2,969.0,32.0,Harvest,Point Source,2 Tomatoes
3,211.0,32.0,Harvest,Point Source,2 Tomatoes
4,306.0,32.0,Harvest,Point Source,2 Tomatoes
5,355.0,32.0,Harvest,Point Source,2 Tomatoes
6,254.0,32.0,Harvest,Point Source,2 Tomatoes
7,1467.0,32.0,Harvest,Point Source,2 Tomatoes
8,282.0,32.0,Harvest,Point Source,2 Tomatoes
9,164.0,32.0,Harvest,Point Source,2 Tomatoes
10,451.0,32.0,Harvest,Point Source,2 Tomatoes
11,19.0,32.0,Harvest,Point Source,2 Tomatoes
12,379.0,32.0,Harvest,Point Source,2 Tomatoes
13,144.0,32.0,Harvest,Point Source,2 Tomatoes
14,291.0,32.0,Harvest,Point Source,2 Tomatoes
15,102.0,32.0,Harvest,Point Source,2 Tomatoes
16,1731.0,32.0,Harvest,Point Source,2 Tomatoes
17,1573.0,32.0,Harvest,Point Source,2 Tomatoes
18,69.0,32.0,Harvest,Point Source,2 Tomatoes
19,375.0,32.0,Harvest,Point Source,2 Tomatoes
20,53.0,32.0,Harvest,Point Source,2 Tomatoes
21,55.0,32.0,Harvest,Point Source,2 Tomatoes
22,82.0,32.0,Harvest,Point Source,2 Tomatoes
23,193.0,32.0,Harvest,Point Source,2 Tomatoes
24,3334.0,32.0,Harvest,Point Source,2 Tomatoes
25,783.0,32.0,Harvest,Point Source,2 Tomatoes
26,213.0,32.0,Harvest,Point Source,2 Tomatoes
27,166.0,32.0,Harvest,Point Source,2 Tomatoes
28,780.0,32.0,Harvest,Point Source,2 Tomatoes
29,212.0,32.0,Harvest,Point Source,2 Tomatoes
30,87.0,32.0,Harvest,Point Source,2 Tomatoes
31,781.0,32.0,Harvest,Point Source,2 Tomatoes
32,141.0,32.0,Harvest,Point Source,2 Tomatoes
33,32.0,32.0,Harvest,Point Source,2 Tomatoes
34,22.0,32.0,Harvest,Point Source,2 Tomatoes
35,309.0,32.0,Harvest,Point Source,2 Tomatoes
36,338.0,32.0,Harvest,Point Source,2 Tomatoes
37,40.0,32.0,Harvest,Point Source,2 Tomatoes
38,21.0,32.0,Harvest,Point Source,2 Tomatoes
39,282.0,32.0,Harvest,Point Source,2 Tomatoes
40,125.0,32.0,Harvest,Point Source,2 Tomatoes
41,41.0,32.0,Harvest,Point Source,2 Tomatoes
42,246.0,32.0,Harvest,Point Source,2 Tomatoes
43,254.0,32.0,Harvest,Point Source,2 Tomatoes
44,1025.0,32.0,Harvest,Point Source,2 Tomatoes
45,1126.0,32.0,Harvest,Point Source,2 Tomatoes
46,55.0,32.0,Harvest,Point Source,2 Tomatoes
47,283.0,32.0,Harvest,Point Source,2 Tomatoes
48,544.0,32.0,Harvest,Point Source,2 Tomatoes
49,41.0,32.0,Harvest,Point Source,2 Tomatoes
0,52.0,33.0,Harvest,Point Source,2 Tomatoes
1,31.0,33.0,Harvest,Point Source,2 Tomatoes
2,78.0,33.0,Harvest,Point Source,2 Tomatoes
3,198.0,33.0,Harvest,Point Source,2 Tomatoes
4,3336.0,33.0,Harvest,Point Source,2 Tomatoes
5,824.0,33.0,Harvest,Point Source,2 Tomatoes
6,191.0,33.0,Harvest,Point Source,2 Tomatoes
7,167.0,33.0,Harvest,Point Source,2 Tomatoes
8,790.0,33.0,Harvest,Point Source,2 Tomatoes
9,185.0,33.0,Harvest,Point Source,2 Tomatoes
10,70.0,33.0,Harvest,Point Source,2 Tomatoes
11,818.0,33.0,Harvest,Point Source,2 Tomatoes
12,140.0,33.0,Harvest,Point Source,2 Tomatoes
13,29.0,33.0,Harvest,Point Source,2 Tomatoes
14,14.0,33.0,Harvest,Point Source,2 Tomatoes
15,323.0,33.0,Harvest,Point Source,2 Tomatoes
16,313.0,33.0,Harvest,Point Source,2 Tomatoes
17,44.0,33.0,Harvest,Point Source,2 Tomatoes
18,20.0,33.0,Harvest,Point Source,2 Tomatoes
19,221.0,33.0,Harvest,Point Source,2 Tomatoes
20,142.0,33.0,Harvest,Point Source,2 Tomatoes
21,56.0,33.0,Harvest,Point Source,2 Tomatoes
22,224.0,33.0,Harvest,Point Source,2 Tomatoes
23,273.0,33.0,Harvest,Point Source,2 Tomatoes
24,1001.0,33.0,Harvest,Point Source,2 Tomatoes
25,1160.0,33.0,Harvest,Point Source,2 Tomatoes
26,43.0,33.0,Harvest,Point Source,2 Tomatoes
27,235.0,33.0,Harvest,Point Source,2 Tomatoes
28,541.0,33.0,Harvest,Point Source,2 Tomatoes
29,30.0,33.0,Harvest,Point Source,2 Tomatoes
30,104.0,33.0,Harvest,Point Source,2 Tomatoes
31,325.0,33.0,Harvest,Point Source,2 Tomatoes
32,1473.0,33.0,Harvest,Point Source,2 Tomatoes
33,830.0,33.0,Harvest,Point Source,2 Tomatoes
34,35.0,33.0,Harvest,Point Source,2 Tomatoes
35,85.0,33.0,Harvest,Point Source,2 Tomatoes
36,373.0,33.0,Harvest,Point Source,2 Tomatoes
37,263.0,33.0,Harvest,Point Source,2 Tomatoes
38,221.0,33.0,Harvest,Point Source,2 Tomatoes
39,77.0,33.0,Harvest,Point Source,2 Tomatoes
40,38.0,33.0,Harvest,Point Source,2 Tomatoes
41,288.0,33.0,Harvest,Point Source,2 Tomatoes
42,354.0,33.0,Harvest,Point Source,2 Tomatoes
43,583.0,33.0,Harvest,Point Source,2 Tomatoes
44,378.0,33.0,Harvest,Point Source,2 Tomatoes
45,1648.0,33.0,Harvest,Point Source,2 Tomatoes
46,378.0,33.0,Harvest,Point Source,2 Tomatoes
47,23.0,33.0,Harvest,Point Source,2 Tomatoes
48,52.0,33.0,Harvest,Point Source,2 Tomatoes
49,1495.0,33.0,Harvest,Point Source,2 Tomatoes
0,114.0,34.0,Harvest,Point Source,2 Tomatoes
1,56.0,34.0,Harvest,Point Source,2 Tomatoes
2,264.0,34.0,Harvest,Point Source,2 Tomatoes
3,215.0,34.0,Harvest,Point Source,2 Tomatoes
4,951.0,34.0,Harvest,Point Source,2 Tomatoes
5,1113.0,34.0,Harvest,Point Source,2 Tomatoes
6,39.0,34.0,Harvest,Point Source,2 Tomatoes
7,235.0,34.0,Harvest,Point Source,2 Tomatoes
8,522.0,34.0,Harvest,Point Source,2 Tomatoes
9,30.0,34.0,Harvest,Point Source,2 Tomatoes
10,97.0,34.0,Harvest,Point Source,2 Tomatoes
11,343.0,34.0,Harvest,Point Source,2 Tomatoes
12,1499.0,34.0,Harvest,Point Source,2 Tomatoes
13,856.0,34.0,Harvest,Point Source,2 Tomatoes
14,31.0,34.0,Harvest,Point Source,2 Tomatoes
15,81.0,34.0,Harvest,Point Source,2 Tomatoes
16,393.0,34.0,Harvest,Point Source,2 Tomatoes
17,278.0,34.0,Harvest,Point Source,2 Tomatoes
18,211.0,34.0,Harvest,Point Source,2 Tomatoes
19,78.0,34.0,Harvest,Point Source,2 Tomatoes
20,37.0,34.0,Harvest,Point Source,2 Tomatoes
21,252.0,34.0,Harvest,Point Source,2 Tomatoes
22,314.0,34.0,Harvest,Point Source,2 Tomatoes
23,584.0,34.0,Harvest,Point Source,2 Tomatoes
24,438.0,34.0,Harvest,Point Source,2 Tomatoes
25,1655.0,34.0,Harvest,Point Source,2 Tomatoes
26,408.0,34.0,Harvest,Point Source,2 Tomatoes
27,26.0,34.0,Harvest,Point Source,2 Tomatoes
28,58.0,34.0,Harvest,Point Source,2 Tomatoes
29,1501.0,34.0,Harvest,Point Source,2 Tomatoes
30,92.0,34.0,Harvest,Point Source,2 Tomatoes
31,162.0,34.0,Harvest,Point Source,2 Tomatoes
32,123.0,34.0,Harvest,Point Source,2 Tomatoes
33,71.0,34.0,Harvest,Point Source,2 Tomatoes
34,838.0,34.0,Harvest,Point Source,2 Tomatoes
35,1519.0,34.0,Harvest,Point Source,2 Tomatoes
36,2392.0,34.0,Harvest,Point Source,2 Tomatoes
37,246.0,34.0,Harvest,Point Source,2 Tomatoes
38,58.0,34.0,Harvest,Point Source,2 Tomatoes
39,0.0,34.0,Harvest,Point Source,2 Tomatoes
40,39.0,34.0,Harvest,Point Source,2 Tomatoes
41,796.0,34.0,Harvest,Point Source,2 Tomatoes
42,236.0,34.0,Harvest,Point Source,2 Tomatoes
43,347.0,34.0,Harvest,Point Source,2 Tomatoes
44,128.0,34.0,Harvest,Point Source,2 Tomatoes
45,267.0,34.0,Harvest,Point Source,2 Tomatoes
46,232.0,34.0,Harvest,Point Source,2 Tomatoes
47,231.0,34.0,Harvest,Point Source,2 Tomatoes
48,37.0,34.0,Harvest,Point Source,2 Tomatoes
49,468.0,34.0,Harvest,Point Source,2 Tomatoes
0,50.0,35.0,Harvest,Point Source,2 Tomatoes
1,277.0,35.0,Harvest,Point Source,2 Tomatoes
2,333.0,35.0,Harvest,Point Source,2 Tomatoes
3,605.0,35.0,Harvest,Point Source,2 Tomatoes
4,413.0,35.0,Harvest,Point Source,2 Tomatoes
5,1703.0,35.0,Harvest,Point Source,2 Tomatoes
6,381.0,35.0,Harvest,Point Source,2 Tomatoes
7,26.0,35.0,Harvest,Point Source,2 Tomatoes
8,54.0,35.0,Harvest,Point Source,2 Tomatoes
9,1421.0,35.0,Harvest,Point Source,2 Tomatoes
10,90.0,35.0,Harvest,Point Source,2 Tomatoes
11,155.0,35.0,Harvest,Point Source,2 Tomatoes
12,114.0,35.0,Harvest,Point Source,2 Tomatoes
13,64.0,35.0,Harvest,Point Source,2 Tomatoes
14,848.0,35.0,Harvest,Point Source,2 Tomatoes
15,1525.0,35.0,Harvest,Point Source,2 Tomatoes
16,2314.0,35.0,Harvest,Point Source,2 Tomatoes
17,256.0,35.0,Harvest,Point Source,2 Tomatoes
18,59.0,35.0,Harvest,Point Source,2 Tomatoes
19,0.0,35.0,Harvest,Point Source,2 Tomatoes
20,46.0,35.0,Harvest,Point Source,2 Tomatoes
21,814.0,35.0,Harvest,Point Source,2 Tomatoes
22,246.0,35.0,Harvest,Point Source,2 Tomatoes
23,342.0,35.0,Harvest,Point Source,2 Tomatoes
24,149.0,35.0,Harvest,Point Source,2 Tomatoes
25,241.0,35.0,Harvest,Point Source,2 Tomatoes
26,238.0,35.0,Harvest,Point Source,2 Tomatoes
27,253.0,35.0,Harvest,Point Source,2 Tomatoes
28,52.0,35.0,Harvest,Point Source,2 Tomatoes
29,543.0,35.0,Harvest,Point Source,2 Tomatoes
30,2879.0,35.0,Harvest,Point Source,2 Tomatoes
31,37.0,35.0,Harvest,Point Source,2 Tomatoes
32,360.0,35.0,Harvest,Point Source,2 Tomatoes
33,457.0,35.0,Harvest,Point Source,2 Tomatoes
34,462.0,35.0,Harvest,Point Source,2 Tomatoes
35,322.0,35.0,Harvest,Point Source,2 Tomatoes
36,42.0,35.0,Harvest,Point Source,2 Tomatoes
37,665.0,35.0,Harvest,Point Source,2 Tomatoes
38,272.0,35.0,Harvest,Point Source,2 Tomatoes
39,1061.0,35.0,Harvest,Point Source,2 Tomatoes
40,527.0,35.0,Harvest,Point Source,2 Tomatoes
41,1275.0,35.0,Harvest,Point Source,2 Tomatoes
42,167.0,35.0,Harvest,Point Source,2 Tomatoes
43,421.0,35.0,Harvest,Point Source,2 Tomatoes
44,1006.0,35.0,Harvest,Point Source,2 Tomatoes
45,178.0,35.0,Harvest,Point Source,2 Tomatoes
46,36.0,35.0,Harvest,Point Source,2 Tomatoes
47,842.0,35.0,Harvest,Point Source,2 Tomatoes
48,363.0,35.0,Harvest,Point Source,2 Tomatoes
49,1455.0,35.0,Harvest,Point Source,2 Tomatoes
0,35.0,36.0,Harvest,Point Source,2 Tomatoes
1,767.0,36.0,Harvest,Point Source,2 Tomatoes
2,252.0,36.0,Harvest,Point Source,2 Tomatoes
3,353.0,36.0,Harvest,Point Source,2 Tomatoes
4,134.0,36.0,Harvest,Point Source,2 Tomatoes
5,258.0,36.0,Harvest,Point Source,2 Tomatoes
6,214.0,36.0,Harvest,Point Source,2 Tomatoes
7,236.0,36.0,Harvest,Point Source,2 Tomatoes
8,47.0,36.0,Harvest,Point Source,2 Tomatoes
